company,code,subcode,amount,description,price
DAPRA,XPET100316-ALU-DMK25,,20,לוחית כרסום ,0
DAPRA,XPET120408-ALU-DMK25,,30,לוחית כרסום ,0
DAPRA,XPET120408-DMK35-IN,,20,לוחית כרסום ,0
DAPRA,XPET120408-DMK35-IN,,10,לוחית כרסום ,0
DAPRA,XPET120408-DMP35-HM,,30,לוחית כרסום ,0
DAPRA,XPET120416-DMK35-IN,,20,לוחית כרסום ,0
DAPRA,XPET120416-DMP35-HM,,20,לוחית כרסום ,0
DAPRA,XPET120416-DMP35-HM,,10,לוחית כרסום ,0
DAPRA,XPET120431-DMP35-HM,,20,לוחית כרסום ,0
DAPRA,XPET160404-ALU-DMK25,,60,לוחית כרסום ,0
DAPRA,XPET160408-ALU-DMK25,,50,לוחית כרסום ,0
DAPRA,XPET160408-DMK35-IN,,30,לוחית כרסום ,0
DAPRA,XPET160412-ALU-DMK25,,30,לוחית כרסום ,0
DAPRA,XPET160416-ALU-DMK25,,50,לוחית כרסום ,0
DAPRA,XPET160416-ALU-DMK25-GLH,,10,לוחית כרסום ,0
DAPRA,XPET160416-DMK35-IN,,10,לוחית כרסום ,0
DAPRA,XPET160424-DMP35-GLH,,10,לוחית כרסום ,0
DAPRA,XPET160431-ALU-DMK25,,30,לוחית כרסום ,0
DAPRA,XPET160431-DMP35-GLH,,10,לוחית כרסום ,0
MBC,BMR 40X6 016 LOGU 0303,,1,ראש מקדח,0
MBC,BMR D12 W12 L150 Z04 LPGT 0102,,1,מקדח,0
MBC,BMR D12 W12 L150 Z03 LPGT 0102,,1,מקדח,0
MBC,BMR D16 W16 L160 Z04 LPGT 0102,,2,מקדח,0
MBC,BMR D17 W16 L150 Z02 XDHW 0602,,2,מקדח,0
MBC,BMR D17 W16 L150 Z02 XDHW 0602,,1,מקדח,0
MBC,BMR D17 W16 L160 Z02 LOGU 0303,,3,מקדח,0
MBC,BMR D21 W20 L160 Z03 LOGU 0303,,2,מקדח,0
MBC,BMR D26 W25 L160 Z04 LOGU 0303,,4,מקדח,0
MBC,EM90 D21 W20 L150 Z03 XNEX 0403,,2,מקדח,0
MBC,VT BMR 32X5 016 LOGU 0303,,2,ראש מקדח,0
MBC,VT EM90 25X4 M12 XNEX 0403,,1,ראש מקדח,0
RINECK,NMFXD16-0060,"#2.16.901      (90)     (D16,L23,M08,Z2)",3,"ראש כרס'מתב',90 מע',לוח'XD02",223.15
RINECK,NMFXD16-0050,"#2.16.914     (95)      (D16,L23,M08,Z2)",,"ראש כרס'מתב',95 מע',לוח'XD02",242.42
RINECK,NMTEMRD-0505,"#2.20.956           (D20,l40,d20,L90,Z2)",1,"כר'אצ' WELDON עם קרור פנימי,לוח'RD1003",165.75
RINECK,NMFXD25-0100,"#2.25.911       (95)    (D25,L35,M12,Z2)",2,"ראש כרס'מתב',95 מע',לוח'XD03",246.76
RINECK,NMFXD25-0110,"#2.25.917   (90)        (D25,L35,M12,Z2)",2,"ראש כרס'מתב',90 מע',לוח'XD03",249.25
RINECK,NMFXD20-0060,"#3.20.919     (90)      (D20,L30,M10,Z3)",5,"ראש כרס'מתב',90 מע',לוח'XD02",250.19
RINECK,NMFXD25-0050,"#3.25.912    (95)       (D25,L35,M12,Z3)",2,"ראש כרס'מתב',95 מע',לוח'XD02",255.26
RINECK,NMFXD25-0060,"#3.25.918   (90)        (D25,L35,M12,Z3)",4,"ראש כרס'מתב',90 מע',לוח'XD02",257.92
RINECK,NMDDM10-0061,"#3.25.985         (D25,Z3,L=32,M12,COOL)",3,"ראש כר',HSC,מתברג,לוח'עג'RD1003M0T",239.25
RINECK,NMDDM12-0071,"#3.32.816         (D32,Z3,L=42,M16,COOL)",1,"ראש כר',HSC,מתברג,לוח'עג'RD12T3M0T",269.66
RINECK,NMDDM12-0110,"#3.35.979         (D35,Z3,L=42,M16,COOL)",2,"ראש כר',HSC,מתברג,לוח'עג'RD12T3M0T",264.33
RINECK,NMFXD42-0050,"#4.42.909               (D42,L43,M16,Z4)",1,"ראש כרס'מתב',95 מע',לוח'XD03",282.63
RINECK,NMFXD42-0050,"#4.42.915               (D42,L43,M16,Z4)",1,"ראש כרס'מתב',90 מע',לוח'XD03",282.63
RINECK,NMTFMRD-0520,"#5.42.996           (D30,A42,F42,d16,Z5)",2,"כרס'שטח,לוחית עגולה,RD:12T3M0T",390.5
RINECK,BT40,#962-0875BT,1,,0
RINECK,NTRBT40-0400,"#962-1225BT              (SK40,M12,L=25)",3,אדפטור M12 לראש כרסום מתברג,219.95
RINECK,NTRBT40-0420,"#962-1250BT              (SK40,M12,L=50)",2,אדפטור M12 לראש כרסום מתברג,278.44
RINECK,NTRBT40-0530,"#962-16100BT            (BT40,M16,L=100)",1,אדפטור M16 לראש כרסום מתברג,381.65
RINECK,NTRBT40-0540,"#962-16125BT            (BT40,M16,L=125)",1,אדפטור M16 לראש כרסום מתברג,486.93
RINECK,NTRBT40-0550,"#962-16150BT            (BT40,M16,L=150)",1,אדפטור M16 לראש כרסום מתברג,442.54
RINECK,NTRBT40-0500,"#962-1625BT              (BT40,M16,L=25)",6,אדפטור M16 לראש כרסום מתברג,219.95
RINECK,NTRBT40-0511,"#962-1650BTZY        (BT40,M16,L=50 CYL)",1,אדפטור M16 לראש כרסום מתברג,239.06
RINECK,NTRBT40-0520,"#962-1675BT              (BT40,M16,L=75)",1,אדפטור M16 לראש כרסום מתברג,315.44
RINECK,NTRBT40-0521,"#962-1675BTZY        (BT40,M16,L=75 CYL)",1,אדפטור M16 לראש כרסום מתברג,262.86
RINECK,NBT4016-0300,"#972-BT401625     (d16,l1=25, COOLANT)",3,"אדפטר זכר BT40 d16 , קרור פנימי",253.79
RINECK,NBT4016-0310,"#972-BT401650     (d16,l1=50, COOLANT)",2,"אדפטר זכר BT40 d16 , קרור פנימי",225.75
RINECK,NBT4016-0400,"#972-BT402225       (d22,l1=25, COOLANT)",1,"אדפטר זכר BT40 d22 , קרור פנימי",253.79
RINECK,NBT4016-0410,"#972-BT402250       (d22,l1=50, COOLANT)",1,"אדפטר זכר BT40 d22 , קרור פנימי",260.44
RINECK,NTRKS16-0100,"#975-160820         (D=16,M=8,L1=20,A=68)",5,קנה WELDON לכרסום ראש מתפרק,151.7
RINECK,NTRKS16-0200,"#975-160840         (D=16,M=8,L1=40,A=88)",3,קנה WELDON לכרסום ראש מתפרק,180.96
RINECK,NTRKS20-0040,"#975-201025        (D=20,M=10,L1=25,L=75)",5,קנה WELDON לכרסום ראש מתפרק,158.41
RINECK,NTRKS20-0060,"#975-201045        (D=20,M=10,L1=45,L=95)",1,קנה WELDON לכרסום ראש מתפרק,187.53
RINECK,NTRKS25-0050,"#975-251230        (D=25,M=12,L1=30,L=86)",4,קנה WELDON לכרסום ראש מתפרק,180.96
RINECK,NTRKS32-0050,"#975-321630        (D=32,M=16,L1=30,L=90)",2,קנה WELDON לכרסום ראש מתפרק,198.72
RINECK,NTRKS32-0060,"#975-321650       (D=32,M=16,L1=50,L=100)",2,קנה WELDON לכרסום ראש מתפרק,197.98
RINECK,NTRDD40-0040,"#976-1040                (M10,D=18,L=40)",2,מאריך M12 לראש כרסום מתברג,176.54
RINECK,NTRDD40-0050,"#976-1240                (M12,D=21,L=40)",2,מאריך M12 לראש כרסום מתברג,185.95
RINECK,NTRDD40-0060,"#976-1260                (M12,D=21,L=60)",2,מאריך M12 לראש כרסום מתברג,200.79
RINECK,NTRDD40-0070,"#976-1640                (M16,D=29,L=40)",1,מאריך M16 לראש כרסום מתברג,205.49
RINECK,NTRDD40-0080,"#976-1660                (M16,D=29,L=60)",2,מאריך M16 לראש כרסום מתברג,221.24
RINECK,NTRDD40-0100,"#977-161240        (M16,D=M16,L=40,d=M12)",2,מאריך/מפחית M12-M16 לראש כרסום מתברג,205.49
RINECK,NTRKS12-0050,"#978-120620        (D=12,M=06,L1=20,L=65)",4,קנה לכרסום ראש מתפרק,162.39
RINECK,NTRKS25-0061,"#978-251230        (D=25,M=12,L1=30,L=86)",6,קנה לכרסום ראש מתפרק,185.67
RINECK,NTRKS32-0090,"#978-3216100     (D=32,M=16,L1=100,L=160)",2,קנה לכרסום ראש מתפרק,235.5
RINECK,,#6.42.999,1,,0
RINECK,,#6.66.927,1,,0
RINECK,,#920-A631650ZY,1,,0
RINECK,,#920-A631675,1,,0
RINECK,,#972-BT4027100,1,,0
RINECK,,#972-BT402275,1,,0
RINECK,,#972-BT402750,2,,0
RINECK,,#972-BT402755,1,,0
RINECK,,XDHW 0206-20 P40 ,10,,0
RINECK,,XDHW 0310-20 P25,10,,0
RINECK,,XDHW 0310-20 P40,10,,0
RINECK,,#962-10100BT,1,,0
RINECK,,XDHT 060210,30,,0
RINECK,,XDHT 10T310,40,,0
RINECK,,XDHT 03-10-10,30,,0
RINECK,,APHT 1003 PDFR-AL,10,,0
RINECK,,XDHT 0206-10,30,,0
RINECK,,#3.35.916,1,,0
RINECK,13,XDHW 0310-10 K10,10,,0
SAU,NMTSM12-0100,,2,"כר'מצ' מיוחד(90),לוח' מרובעת,SP1204",387.86
SAU,NMTSM12-0300,,1,"כר'מצ' מיוחד(90),לוח' מרובעת,SP1204",825.6
SAU,NMTSM12-0200,,4,"כר'מצ' מיוחד(90),לוח' מרובעת,SP1204",576
SCAMI,NRS0635-0011,#2410-ALA-06.35H7   Z=4     (FOR STEELS),1,"מקדד מתנפח,ארוךMGK20, ללא קרור",88.4
SCAMI,NRS0700-0010,#2410-ALA-07.00H7   Z=4     (FOR STEELS),2,"מקדד מתנפח,ארוךMGK20, ללא קרור",87.26
SCAMI,NRS0900-0010,#2410-ALA-09.00H7   Z=4     (FOR STEELS),1,"מקדד מתנפח,ארוךMGK20, ללא קרור",43.35
SCAMI,NRS1100-0010,#2410-ALA-11.00H7   Z=6     (FOR STEELS),1,"מקדד מתנפח,ארוךMGK20, ללא קרור",44.67
SCAMI,NRS1800-0010,#2410-ALA-18.00H7   Z=6     (FOR STEELS),1,"מקדד מתנפח,מתקשMGK20, ללא קרור",49.96
SCAMI,NRS1900-0010,#2410-ALA-19.00H7   Z=6     (FOR STEELS),1,"מקדד מתנפח,מתקשMGK20, ללא קרור",87.68
SCAMI,NRS1000-0020,#2410-ALG-10.00H7   Z=6  (FOR CAST IRON),1,"מקדד מתנפח,ארוךMGK20, ללא קרור",354.46
SCAMI,NRS1200-0020,#2410-ALG-12.00H7   Z=6  (FOR CAST IRON),2,"מקדד מתנפח,ארוךMGK20, ללא קרור",346.19
SCAMI,NRS0800-0030,#2410-KLG-08.00H7   Z=4  (FOR CAST IRON),4,מקדד ארוך מתנפח מצופה לברזל יציקה,324.34
SCAMI,NRS1600-0030,#2410-KLG-16.00H7   Z=4  (FOR CAST IRON),4,מקדד ארוך מתנפח מצופה לברזל יציקה,386.94
SCAMI,NRS0700-0012,#2420-ALG-07.00H7   Z=4  (FOR CAST IRON),3,"מקדד מתנפח,מתקשMGK20, ללא קרור",40.18
SCAMI,NRCM035-0010,#2531-MC-035          (RANGE 25.6-32.59),1,"קנה קצר מתנפח, עם טבעת",298.54
SCAMI,NRS1429-0010,#3610-ALA-14.287H7  Z=6     (FOR STEELS),1,"מקדד מתנפח,ארוךMGK20, עם קרור",136.79
SCAMI,NRS1900-0011,#3610-ALA-19.00H7   Z=6     (FOR STEELS),1,"מקדד מתנפח,ארוךMGK20, עם קרור",73.1
SCAMI,NRS1429-0013,#3610-ALG-14.29H7   Z=6    (FOR C.IRON),2,"מקדד מתנפח,ארוךMGK20, עם קרור",512.28
SCAMI,NRS1600-0013,#3610-ALG-16.00H7   Z=6    (FOR C.IRON),1,"מקדד מתנפח,ארוךMGK20, עם קרור",534.4
SCAMI,NRS1587-0012,#3620-ALA-15.875H7  Z=6     (FOR STEELS),1,"מקדד מתנפח,קצרMGK20, עם קרור",157.28
SCAMI,,#2430-ALG-15H7,2,,0
SCAMI,,#2450-ALG-6H7,1,,0
SCAMI,,#3610-KLA-8H7,4,,0
SCAMI,,#2501-MC-030 ***** משומש,1,,0
SCAMI,,#4555-MC-010 ******* משומש,1,,0
SMOXH,,"SMVT D31, C32 M16, L160-H",1,,0
SMOXH,,"HST (90) ZP10,D16 W16, L150 Z02-H",4,,0
SMOXH,,"SMVT D24, C25 M12, L200-H",1,,0
SMOXH,,"SMVT D18, C20 M10, L170-H",1,,0
SMOXH,,"HT90 AP10, D20 L87, A20 Z06",1,,0
SMOXH,,"HT90 AP10, D25 L105, A25 Z08-H",1,,0
SMOXH,,"HST (90) ZP10,D25 W25, L150 Z04-H",4,,0
SMOXH,,"SMVT D18, C20 M10, L120-H",5,,0
SMOXH,,"HST (90) ZP10, D20 W20, L150 Z03-H",4,,0
SMOXH,,"HST EN10, D20 W20 L150 Z03-H",1,,0
SMOXH,,"ST RD10, D20 C20, L200 Z02",4,,0
SMOXH,,"ST90 XO06 D20 W20, L120 Z04-H",2,,0
SMOXH,,"ST90 XO10 D20 W20, L120 Z03-H",2,,0
SMOXH,,"ST90 XO16 D16 W16, L120 Z03-H",3,,0
TEKNIK,,"50-40 SDMT 12, 50-Z4-022-R",1,,0
TEKNIK,A.E-0094,ADMT 1003 M.5 D21,10,,0
TEKNIK,A.E-0110,ADMT 1003 M2.5 D12,10,,0
TEKNIK,A.E-0112,ADMT 1003 M2.5 D20,10,,0
TEKNIK,A.E-0045,APMT 1604 IK D38,8,,0
TEKNIK,A.E-0046,APMT 1604 IK M4 D26,8,,0
TEKNIK,A.E-0048,APMT 1604 IK M4 D33 ,5,,0
TEKNIK,A.E-0067,APMT 1604 M4,7,,0
TEKNIK,A.E-0040,APMT 1604D D35,10,,0
TEKNIK,,HF06 20-06-120 APKT 10,2,,0
TEKNIK,,HF06 20-8-120 APKT 10,1,,0
TEKNIK,,HF07 25-08-120,3,,0
TEKNIK,,R144-1 16-2-150,3,,0
TEKNIK,,R200 20-2-150,1,,0
TEKNIK,,R210 20-2-200,3,,0
TEKNIK,,R236 25-2-150,3,,0
TEKNIK,,R244 25-2-200 RDMT 12,2,,0
TEKNIK,,S270 32-3-150,1,,0
TEKNIK,,S56 25-2-120,2,,0
TEKNIK,A.E-0002,SPMT 1204 M5 D40,8,,0
TEKNIK,A.E-0005,SPMT 1204 M5 D42,18,,0
TEKNIK,A.E-0006,SPMT 1204 M5 D52,1,,0
TEKNIK,A.E-0028,SPXX 1004 M3.5,1,,0
TEKNIK,A.E-0025,SPXX 100415 M3.5 D42,2,,0
TEKNIK,A.E-0026,SPXX 100415D D52,1,,0
TEKNIK,A.E-0030,SPXX 100415D M3.5 D26,1,,0
TEKNIK,A.E-0029,SPXX 100415D M3.5 D30,1,,0
TEKNIK,A.E-0023,SPXX 100415D M3.5 D33,1,,0
TEKNIK,A.E-0024,SPXX100415 M3.5 D38,3,,0
TEKNIK,A.E-0205,SX42CR 3232P08,14,,0
TEKNIK,,T181 40-4 APKT 16,2,,0
TEKNIK,,"UA10 D25,d20,L44",2,,0
TEKNIK,,"UA12 D25,d32,L46",1,,0
TEKNIK,,"UA14, D40-d32-L55",1,,0
TEKNIK,,VT098-1 20-2 M10 RDMT 10,3,,0
TEKNIK,,VT120-1 25-2 M10 RDMT 12,2,,0
TEKNIK,,VT128 40-4-M16,1,,0
TEKNIK,,"VT501,D15",2,,0
TEKNIK,,"VT503,D16",3,,0
TEKNIK,,"VT505,D16-L150-M08",3,,0
TEKNIK,,"VT507,D19",1,,0
TEKNIK,,"VT509,D20-L100-M10",5,,0
TEKNIK,,"VT513,D24",2,,0
TEKNIK,,"VT515,D25",2,,0
TEKNIK,,"VT519,D25",1,,0
TEKNIK,A.E-0015 D52,HDXW 0310 M3.5,7,,0
TEKNIK,A.E-0130,YPHW 100308 ZER-15 D49,1,,0
TEKNIK,A.E-0130,ZPMT 100308 ZER-PL D40,12,,0
TEKNIK,A.E-0056,ZPMT 13T3 M3 D26,10,,0
TEKNIK,,D42 Z4 SDNW 12 STOK STR24,10,,0
TEKNIK,,D52 Z5 SDNW 12 STOK STR12,10,,0
TEKNIK,,D50 Z5 SNEU 1206 IC TOK T164-1,4,,0
TEKNIK,,D63 Z6 SNEU 1206 IC TOK T165-1,2,,0
TEKNIK,,RDMT 12 40-4,4,,0
TEKNIK,,RDMT 12 50-5,3,,0
WINSTAR,APET160404PDFR AL-CX10,,40,,0
WINSTAR,APKT100304PDER AL-CX10,,10,,0
WINSTAR,APKT100308PDER MG-CX43TX,,30,,0
WINSTAR,APKT160408PDER RG-CX43TX,,10,,0
WINSTAR,CNMG120404 FP-CX2545,,30,,0
WINSTAR,CNMG120404 SM-CX2545,,60,,0
WINSTAR,CNMG120408 FP-CX2545,,30,,0
WINSTAR,CNMG120408 MP-CC7025,,80,,0
WINSTAR,CNMG120408 MP-CX2575,,70,,0
WINSTAR,CNMG120408 SM-CX2545,,60,,0
WINSTAR,CNMG120408 SM-CX2545,,60,,0
WINSTAR,CNMG120412 SM-CX3545,,30,,0
WINSTAR,DNMG150408 MP-CC7025,,30,,0
WINSTAR,DNMG150408 RG-CX3560,,30,,0
WINSTAR,EHBHS 302000SX....50L,,2,,0
WINSTAR,EHBHS 302000SX....50L,,2,,0
WINSTAR,EHBHS 303000SX...50L,,5,,0
WINSTAR,EHBHS 304000SX...50L,,5,,0
WINSTAR,EHBHS 406000SX...50L,,3,,0
WINSTAR,EHBHS 406000SX...50L,,2,,0
WINSTAR,EHBHS 408000SX...60L,,3,,0
WINSTAR,EHBHS 410000SX 10C*75L,,2,,0
WINSTAR,EHBLH 206010AX.....100L,,2,,0
WINSTAR,EHBLH 208015AX.....150L,,1,,0
WINSTAR,EHBLH210015AX 5R*20C*150L,,1,,0
WINSTAR,EHBRC 203035AX....75L,,1,,0
WINSTAR,EHBRT 2020423AX 100L*3,,1,,0
WINSTAR,EHBUH 202000SX....50L,,15,,0
WINSTAR,EHBUH 203000SX...50L,,5,,0
WINSTAR,EHBUH 204000SX...50L,,5,,0
WINSTAR,EHBUH 205000SX....50L,,5,,0
WINSTAR,EHBUH 206000SX...50L,,2,,0
WINSTAR,EHBUH 206000SX...50L,,3,,0
WINSTAR,EHBUH 208000SX...60L,,3,,0
WINSTAR,EHCLH 40600510AX..0.5R,,1,,0
WINSTAR,EHCLH 40800510AX..0.5R,,1,,0
WINSTAR,EHCLH 41000510AX..0.5R,,2,,0
WINSTAR,EHCLH41000515AX 10*20C*150L*0.5R,,1,,0
WINSTAR,EHCRC 40400235AX 75L*0.2R,,1,,0
WINSTAR,EHCSH 405005AX..0.5R,,3,,0
WINSTAR,EHCSH 406010AX.... 1R,,3,,0
WINSTAR,EHCSH 408010AX 60L*1R,,2,,0
WINSTAR,EHCSH 442002AX..0.2R,,5,,0
WINSTAR,EHCSH 443002AX..0.2R,,5,,0
WINSTAR,EHCSH 444005AX..0.5R,,3,,0
WINSTAR,EHCUH 406005SX..0.5R,,2,,0
WINSTAR,EHCUH 408005SX 60L*0.5R,,2,,0
WINSTAR,EHCUH 410010SX 75L*1R,,2,,0
WINSTAR,EHCUH 412010SX 75L*1R,,1,,0
WINSTAR,EHCUH 412010SX 75L*1R,,1,,0
WINSTAR,EHSCC410015SX 10*55C*150L,,1,,0
WINSTAR,EHSLH410015AX 10*25C*150L,,1,,0
WINSTAR,EHSS608000SX 8*20C*60L,,4,,0
WINSTAR,EHSS612000SX 12*30C*75L,,1,,0
WINSTAR,EHSSS606000SX 6*15C*50L,,3,,0
WINSTAR,EHSSS610000SX 10*25C*75L,,3,,0
WINSTAR,EHWSA  610000SX  1R*5.5R,,2,,0
WINSTAR,EHWSA 446000AX 0.6R*5R,,2,,0
WINSTAR,EHWSA 60800SX 0.8R*4.5R,,2,,0
WINSTAR,EHWSA 612000SX 1.2R*6.5R,,2,,0
WINSTAR,ENBSA208000 4R*16C*60L,,2,,0
WINSTAR,ENCSS308005 8*20C*60L*0.5R,,2,,0
WINSTAR,ENSCS308000 8*45C*100L,,2,,0
WINSTAR,ENSCS310000 10*55C*100L,,1,,0
WINSTAR,ENSSB308000 8*20C*60L,,2,,0
WINSTAR,ENSSC406000L 6*15C*50L,,6,,0
WINSTAR,ENSSC408000L 8*20C*60L,,6,,0
WINSTAR,ENSSC410000L 10*25C*75L,,6,,0
WINSTAR,ENSSC412000L 12*30C*75L,,4,,0
WINSTAR,ENSSH308000 8*20C*60L,,2,,0
WINSTAR,ENSSP306000 6*15C*50L,,10,,0
WINSTAR,ENSSP310000 10*30C*75L ,,10,,0
WINSTAR,ENSSP312000 12*30C*75L ,,10,,0
WINSTAR,ENSSR410000 10*25C*75L,,2,,0
WINSTAR,ENSSS310000 10*30C*75L,,2,,0
WINSTAR,EPBLC406010UX 3R*12C*100L,,2,,0
WINSTAR,EPBLC410015UX 5R*20C*150L,,1,,0
WINSTAR,EPCLC41000515UX 10*20C*150L*0.5R,,1,,0
WINSTAR,EPCRT20200550AUX 2*3C*50EL*100L*0.5*1.5,,1,,0
WINSTAR,EPFSA 610090UX 10*75L 90 ,,1,,0
WINSTAR,EPISA405920UX 5.9*-2R*75L,,1,,0
WINSTAR,EPSCVD 508102AX...75L*1R,,2,,0
WINSTAR,EPSCVD 710051AX...75L*0.5C,,2,,0
WINSTAR,EPSCVD 710052AX..100L*0.5R,,2,,0
WINSTAR,EPSLC 408010UX 8*20C*100L,,2,,0
WINSTAR,EPSLC410015UX 10*25C*150L,,1,,0
WINSTAR,EPSRC405030UX 5*5C*30EL*75L,,1,,0
WINSTAR,EPSRR408000UX 8*20C*60L,,2,,0
WINSTAR,EPSSVC 406102AX..50L*1R,,2,,0
WINSTAR,EPSSVC 408102AX..60L-1R,,2,,0
WINSTAR,EPSSVC 410011AX..75L*1R,,2,,0
WINSTAR,EPSSVC 410102AX...75L*1R,,2,,0
WINSTAR,EPSSVC 412102AX...75L*1R,,2,,0
WINSTAR,EPSSVC 508000AX..20C*60L,,2,,0
WINSTAR,EPSSVC 510000AX...75L,,2,,0
WINSTAR,EPSSVE 410102AX...75L*1R,,2,,0
WINSTAR,ESSSVA 4080011SX 60L*0.15C,,2,,0
WINSTAR,ESSSVB 4080011SX.60L*0.15C,,2,,0
WINSTAR,ESSSVC 4080011SX.60L*0.15C,,2,,0
WINSTAR,ESSSVD 4080052SX 60L*0.5R,,2,,0
WINSTAR,ISWMEB12100062 12*M6*100L*60EL,,1,,0
WINSTAR,LOMX030310 MG-CX33TX,,80,,0
WINSTAR,LOMX030310 MG-CX43TX,,50,,0
WINSTAR,LPGX0102 CX33TX,,60,,0
WINSTAR,LPGX0102 CX43TX,,40,,0
WINSTAR,LPGX0102 MG-CX33TX,,10,,0
WINSTAR,LPGX0102 MG-CX43TX,,10,,0
WINSTAR,ONMX0505 RG-CX33TX,,40,,0
WINSTAR,RDMT1003MOE CX43TX,,30,,0
WINSTAR,SDMT1205ZDTN MG-CX43TX,,10,,0
WINSTAR,SDNW1205ZDTN RG-CX23TX,,10,,0
WINSTAR,SDNW1205ZDTN RG-CX33TX,,60,,0
WINSTAR,SEET 13T3AGFN  AL-CX10,,10,,0
WINSTAR,SEET13T3AGFN FG-CX22HX,,30,,0
WINSTAR,SEET13T3AGFN RG-CX22TX,,20,,0
WINSTAR,SEET13T3AGFN RG-CX43TX,,50,,0
WINSTAR,SNMX1205 MG-CX43TX,,30,,0
WINSTAR,SNMX1205 RG-CX33TX,,60,,0
WINSTAR,SNMX1205 RG-CX33TX,,10,,0
WINSTAR,TNMG160408 SM-CX2545,,30,,0
WINSTAR,TNMG160408L ME-CX2560,,30,,0
WINSTAR,TNMG160408R ME-CX2560,,30,,0
WINSTAR,WNMG080404 MP-CX2545,,50,,0
WINSTAR,WNMG080404 SP-CC7015,,100,,0
WINSTAR,WNMG080404 SP-CX2545,,100,,0
WINSTAR,WNMG080408 FP-CX2545,,50,,0
WINSTAR,WNMG080408 MP-CC7025,,130,,0
WINSTAR,WNMG080408 MP-CX2545,,70,,0
WINSTAR,WNMG080408 MP-CX2575,,100,,0
WINSTAR,WNMG080408 MP-CX3545,,50,,0
WINSTAR,WNMG080408 MP-CX3575,,70,,0
WINSTAR,WNMG080408 RP-CX2560,,50,,0
WINSTAR,WNMG080412 HG-CX3560,,10,,0
WINSTAR,WNMG080412 MP-CX2545,,70,,0
WINSTAR,WNMG080412 MP-CX3545,,30,,0
WINSTAR,XNMX040308 MG-CX33TX,,30,,0
WINSTAR,XNMX080608 RG-CX33TX,,30,,0
WINSTAR,XNMX080608 RG-CX43TX,,30,,0
WINSTAR,XNX040308 MG-CX23TX,,50,,0
WINSTAR,XNX040308 MG-CX33TX,,50,,0
WINSTAR,XNX040308 MG-CX43TX,,50,,0
WINSTAR,XOMT060208 MG-CX23TX,,80,,0
WINSTAR,XOMT060208 MG-CX33TX,,70,,0
WINSTAR,XOMT060208 MG-CX43TX,,50,,0
WINSTAR,XOMT10T308 SG-CX43TX,,2,,0
WINSTAR,XOMT10T308 SG-CX43TX,,10,,0
